ID,Scenario,alt,chosen,RC,OC,DR,CT,P1,P2,P1_V,P2_V,N_RC,N_OC1,N_OC2,N_DR,Freq_p_week,Dis_p_day,AT2,experience_months
111912,R1.3r,3,0,1800, ,350,12,0.5,0.5,7,15,0,6,1,0,6,175,4,54
111912,R1.4s,1,1,1500,28,550,7.5,,,,,0,7,1,0,6,175,4,54
111912,R1.4s,3,0,1800, ,350,12,0.7,0.3,9,13,0,7,1,0,6,175,4,54
111913,R2.5r,1,0,3000,25,600,7,,,,,1,10,5,6,6,175,3,18
111913,R2.5r,3,1,3150, ,400,10,0.9,0.1,9,17,1,10,5,6,6,175,3,18
111913,R2.1r,1,0,3000,25,600,7,,,,,1,5,5,2,6,175,3,18
111913,R2.1r,3,1,3150, ,400,10,0.1,0.9,9,17,1,5,5,2,6,175,3,18
111913,R2.4s,1,0,3000,25,600,7,,,,,2,1,2,4,6,175,3,18
111913,R2.4s,3,1,3150, ,400,10,0.7,0.3,11,15,2,1,2,4,6,175,3,18
111913,R2.3s,1,0,3000,25,600,7,,,,,3,5,7,3,6,175,3,18
111913,R2.3s,3,1,3150, ,400,10,0.5,0.5,11,15,3,5,7,3,6,175,3,18
111913,R2.2r,1,0,3000,25,600,7,,,,,1,3,1,5,6,175,3,18
111913,R2.2r,3,1,3150, ,400,10,0.3,0.7,9,17,1,3,1,5,6,175,3,18
112014,R2.4s,1,1,2100,31,900,10,,,,,5,18,8,8,7,325,3,96
112014,R2.4s,3,0,2200, ,650,14.5,0.7,0.3,14,18,5,18,8,8,7,325,3,96
112014,R2.5s,1,1,2100,31,900,10,,,,,4,8,6,6,7,325,3,96
112014,R2.5s,3,0,2200, ,650,14.5,0.9,0.1,14,18,4,8,6,6,7,325,3,96
112014,R2.3s,1,1,2100,31,900,10,,,,,3,2,4,2,7,325,3,96
112014,R2.3s,3,0,2200, ,650,14.5,0.5,0.5,14,18,3,2,4,2,7,325,3,96
112014,R2.2r,1,1,2100,31,900,10,,,,,2,9,4,1,7,325,3,96
112014,R2.2r,3,0,2200, ,650,14.5,0.3,0.7,12,20,2,9,4,1,7,325,3,96
112014,R2.1r,1,1,2100,31,900,10,,,,,3,8,3,5,7,325,3,96
112014,R2.1r,3,0,2200, ,650,14.5,0.1,0.9,12,20,3,8,3,5,7,325,3,96
112015,R2.3r,1,1,2100,38,850,8,,,,,7,15,10,12,6,275,3,96
112015,R2.3r,3,0,2200, ,600,11,0.5,0.5,15,23,7,15,10,12,6,275,3,96
112015,R2.3s,1,1,2100,38,850,8,,,,,3,4,7,19,6,275,3,96
112015,R2.3s,3,0,2200, ,600,11,0.5,0.5,17,21,3,4,7,19,6,275,3,96
112015,R2.4s,1,1,2100,38,850,8,,,,,5,27,10,5,6,275,3,96
112015,R2.4s,3,0,2200, ,600,11,0.7,0.3,17,21,5,27,10,5,6,275,3,96
112015,R2.1s,1,1,2100,38,850,8,,,,,1,5,1,2,6,275,3,96
112015,R2.1s,3,0,2200, ,600,11,0.1,0.9,17,21,1,5,1,2,6,275,3,96
112015,R2.5r,1,1,2100,38,850,8,,,,,3,5,5,2,6,275,3,96
112015,R2.5r,3,0,2200, ,600,11,0.9,0.1,15,23,3,5,5,2,6,275,3,96
112016,R1.3r,1,1,2100,37,900,11.5,,,,,11,15,18,8,7,375,2,54
112016,R1.3r,3,0,2750, ,550,19,0.5,0.5,19,27,11,15,18,8,7,375,2,54
112016,R1.4s,1,1,2100,37,900,11.5,,,,,2,11,7,9,7,375,2,54
112016,R1.4s,3,0,2750, ,550,19,0.7,0.3,21,25,2,11,7,9,7,375,2,54
112016,R1.5r,1,1,2100,37,900,11.5,,,,,4,14,7,10,7,375,2,54
112016,R1.5r,3,0,2750, ,550,19,0.9,0.1,19,27,4,14,7,10,7,375,2,54
112016,R1.2s,1,1,2100,37,900,11.5,,,,,2,4,3,18,7,375,2,54
112016,R1.2s,3,0,2750, ,550,19,0.3,0.7,21,25,2,4,3,18,7,375,2,54
112016,R1.3s,1,1,2100,37,900,11.5,,,,,0,1,1,16,7,375,2,54
112016,R1.3s,3,0,2750, ,550,19,0.5,0.5,21,25,0,1,1,16,7,375,2,54
112017,R1.2s,1,0,2100,27,550,5,,,,,2,5,4,7,4,175,4,9
112017,R1.2s,3,1,2400, ,350,8,0.3,0.7,9,13,2,5,4,7,4,175,4,9
112017,R1.3r,1,0,2100,27,550,5,,,,,3,8,4,5,4,175,4,9
112017,R1.3r,3,1,2400, ,350,8,0.5,0.5,7,15,3,8,4,5,4,175,4,9
112017,R1.3s,1,0,2100,27,550,5,,,,,2,2,4,4,4,175,4,9
112017,R1.3s,3,1,2400, ,350,8,0.5,0.5,9,13,2,2,4,4,4,175,4,9
112017,R1.1s,1,0,2100,27,550,5,,,,,0,3,1,3,4,175,4,9
112017,R1.1s,3,1,2400, ,350,8,0.1,0.9,9,13,0,3,1,3,4,175,4,9
112017,R1.5r,1,0,2100,27,550,5,,,,,1,2,4,1,4,175,4,9
112017,R1.5r,3,1,2400, ,350,8,0.9,0.1,7,15,1,2,4,1,4,175,4,9
112018,R1.4s,1,1,2400,37,600,7.5,,,,,6,13,9,2,5,225,3,54
112018,R1.4s,3,0,3000, ,350,13,0.7,0.3,12,16,6,13,9,2,5,225,3,54
112018,R1.5s,1,1,2400,37,600,7.5,,,,,1,9,2,5,5,225,3,54
112018,R1.5s,3,0,3000, ,350,13,0.9,0.1,12,16,1,9,2,5,5,225,3,54
112018,R1.1r,1,1,2400,37,600,7.5,,,,,1,7,1,9,5,225,3,54
112018,R1.1r,3,0,3000, ,350,13,0.1,0.9,10,18,1,7,1,9,5,225,3,54
112018,R1.4r,1,1,2400,37,600,7.5,,,,,2,11,4,5,5,225,3,54
112018,R1.4r,3,0,3000, ,350,13,0.7,0.3,10,18,2,11,4,5,5,225,3,54
112018,R1.2r,1,1,2400,37,600,7.5,,,,,4,6,6,2,5,225,3,54
112018,R1.2r,3,0,3000, ,350,13,0.3,0.7,10,18,4,6,6,2,5,225,3,54
112119,R1.1s,1,1,2100,44,750,9,,,,,1,7,3,4,6,275,2,42
112119,R1.1s,3,0,2200, ,450,14.5,0.1,0.9,15,19,1,7,3,4,6,275,2,42
112119,R1.2r,1,1,2100,44,750,9,,,,,2,14,5,3,6,275,2,42
112119,R1.2r,3,0,2200, ,450,14.5,0.3,0.7,13,21,2,14,5,3,6,275,2,42
112119,R1.4r,1,1,2100,44,750,9,,,,,6,18,15,5,6,275,2,42
112119,R1.4r,3,0,2200, ,450,14.5,0.7,0.3,13,21,6,18,15,5,6,275,2,42
112119,R1.3s,1,1,2100,44,750,9,,,,,1,4,3,2,6,275,2,42
112119,R1.3s,3,0,2200, ,450,14.5,0.5,0.5,15,19,1,4,3,2,6,275,2,42
112119,R1.3r,1,1,2100,44,750,9,,,,,0,4,0,0,6,275,2,42
112119,R1.3r,3,0,2200, ,450,14.5,0.5,0.5,13,21,0,4,0,0,6,275,2,42
112120,R1.2r,1,1,2700,50,550,16.5,,,,,0,1,0,8,7,325,2,96
112120,R1.2r,3,0,3500, ,350,26,0.3,0.7,16,24,0,1,0,8,7,325,2,96
112120,R1.5s,1,0,2700,50,550,16.5,,,,,0,0,0,7,7,325,2,96
112120,R1.5s,3,1,3500, ,350,26,0.9,0.1,18,22,0,0,0,7,7,325,2,96
112120,R1.4r,1,0,2700,50,550,16.5,,,,,0,0,0,7,7,325,2,96
112120,R1.4r,3,1,3500, ,350,26,0.7,0.3,16,24,0,0,0,7,7,325,2,96
112120,R1.4s,1,0,2700,50,550,16.5,,,,,0,0,1,5,7,325,2,96
112120,R1.4s,3,1,3500, ,350,26,0.7,0.3,18,22,0,0,1,5,7,325,2,96
112120,R1.3r,1,1,2700,50,550,16.5,,,,,0,0,0,3,7,325,2,96
112120,R1.3r,3,0,3500, ,350,26,0.5,0.5,16,24,0,0,0,3,7,325,2,96
112121,R1.4r,1,0,1500,33,600,7.5,,,,,27,23,37,13,5,225,4,6
112121,R1.4r,3,1,1950, ,350,13,0.7,0.3,10,18,27,23,37,13,5,225,4,6
112121,R1.1s,1,0,1500,33,600,7.5,,,,,7,15,7,4,5,225,4,6
112121,R1.1s,3,1,1950, ,350,13,0.1,0.9,12,16,7,15,7,4,5,225,4,6
112121,R1.5r,1,0,1500,33,600,7.5,,,,,2,4,2,2,5,225,4,6
112121,R1.5r,3,1,1950, ,350,13,0.9,0.1,10,18,2,4,2,2,5,225,4,6
112121,R1.5s,1,0,1500,33,600,7.5,,,,,1,3,1,4,5,225,4,6
112121,R1.5s,3,1,1950, ,350,13,0.9,0.1,12,16,1,3,1,4,5,225,4,6
112121,R1.4s,1,0,1500,33,600,7.5,,,,,6,18,9,5,5,225,4,6
112121,R1.4s,3,1,1950, ,350,13,0.7,0.3,12,16,6,18,9,5,5,225,4,6
112122,R1.1r,1,1,2100,36,900,8.5,,,,,5,31,15,9,6,325,4,96
112122,R1.1r,3,0,2750, ,550,14,0.1,0.9,16,24,5,31,15,9,6,325,4,96
112122,R1.5s,1,0,2100,36,900,8.5,,,,,2,3,4,0,6,325,4,96
112122,R1.5s,3,1,2750, ,550,14,0.9,0.1,18,22,2,3,4,0,6,325,4,96
112122,R1.4r,1,0,2100,36,900,8.5,,,,,1,10,2,0,6,325,4,96
112122,R1.4r,3,1,2750, ,550,14,0.7,0.3,16,24,1,10,2,0,6,325,4,96
112122,R1.2s,1,1,2100,36,900,8.5,,,,,0,13,0,0,6,325,4,96
112122,R1.2s,3,0,2750, ,550,14,0.3,0.7,18,22,0,13,0,0,6,325,4,96
112122,R1.5r,1,0,2100,36,900,8.5,,,,,0,11,1,0,6,325,4,96
112122,R1.5r,3,1,2750, ,550,14,0.9,0.1,16,24,0,11,1,0,6,325,4,96
112123,R1.5r,1,1,2700,79,850,19,,,,,5,13,11,2,6,675,3,30
112123,R1.5r,3,0,2850, ,500,32.5,0.9,0.1,37,45,5,13,11,2,6,675,3,30
112123,R1.4s,1,1,2700,79,850,19,,,,,4,10,5,7,6,675,3,30
112123,R1.4s,3,0,2850, ,500,32.5,0.7,0.3,39,43,4,10,5,7,6,675,3,30
112123,R1.5s,1,1,2700,79,850,19,,,,,4,2,7,4,6,675,3,30
112123,R1.5s,3,0,2850, ,500,32.5,0.9,0.1,39,43,4,2,7,4,6,675,3,30
112123,R1.1s,1,1,2700,79,850,19,,,,,6,2,7,3,6,675,3,30
112123,R1.1s,3,0,2850, ,500,32.5,0.1,0.9,39,43,6,2,7,3,6,675,3,30
112123,R1.1r,1,1,2700,79,850,19,,,,,3,5,4,2,6,675,3,30
112123,R1.1r,3,0,2850, ,500,32.5,0.1,0.9,37,45,3,5,4,2,6,675,3,30
112224,R1.5s,1,1,2700,25,600,8,,,,,21,25,39,60,7,175,4,156
112224,R1.5s,3,0,3250, ,350,14,0.9,0.1,9,13,21,25,39,60,7,175,4,156
112224,R1.2r,1,1,2700,25,600,8,,,,,4,20,9,3,7,175,4,156
112224,R1.2r,3,0,3250, ,350,14,0.3,0.7,7,15,4,20,9,3,7,175,4,156
112224,R1.5r,1,1,2700,25,600,8,,,,,18,43,28,34,7,175,4,156
112224,R1.5r,3,0,3250, ,350,14,0.9,0.1,7,15,18,43,28,34,7,175,4,156
112224,R1.3r,1,1,2700,25,600,8,,,,,1,33,10,2,7,175,4,156
112224,R1.3r,3,0,3250, ,350,14,0.5,0.5,7,15,1,33,10,2,7,175,4,156
112224,R1.3s,1,1,2700,25,600,8,,,,,11,29,21,8,7,175,4,156
112224,R1.3s,3,0,3250, ,350,14,0.5,0.5,9,13,11,29,21,8,7,175,4,156
112225,R1.2s,1,1,1500,71,500,15.5,,,,,2,5,3,4,7,275,4,18
112225,R1.2s,3,0,1950, ,300,25.5,0.3,0.7,15,19,2,5,3,4,7,275,4,18
112225,R1.1s,1,1,1500,71,500,15.5,,,,,1,0,1,0,7,275,4,18
112225,R1.1s,3,0,1950, ,300,25.5,0.1,0.9,15,19,1,0,1,0,7,275,4,18
112225,R1.4s,1,1,1500,71,500,15.5,,,,,0,0,0,0,7,275,4,18
112225,R1.4s,3,0,1950, ,300,25.5,0.7,0.3,15,19,0,0,0,0,7,275,4,18
112225,R1.1r,1,1,1500,71,500,15.5,,,,,0,0,0,1,7,275,4,18
112225,R1.1r,3,0,1950, ,300,25.5,0.1,0.9,13,21,0,0,0,1,7,275,4,18
112225,R1.2r,1,1,1500,71,500,15.5,,,,,0,0,1,0,7,275,4,18
112225,R1.2r,3,0,1950, ,300,25.5,0.3,0.7,13,21,0,0,1,0,7,275,4,18
112227,R1.5s,1,0,2100,37,900,10,,,,,4,17,7,12,6,375,2,156
112227,R1.5s,3,1,2300, ,550,16.5,0.9,0.1,21,25,4,17,7,12,6,375,2,156
112227,R1.1s,1,0,2100,37,900,10,,,,,3,11,8,5,6,375,2,156
112227,R1.1s,3,1,2300, ,550,16.5,0.1,0.9,21,25,3,11,8,5,6,375,2,156
112227,R1.2r,1,0,2100,37,900,10,,,,,3,13,16,3,6,375,2,156
112227,R1.2r,3,1,2300, ,550,16.5,0.3,0.7,19,27,3,13,16,3,6,375,2,156
112227,R1.5r,1,0,2100,37,900,10,,,,,0,12,1,1,6,375,2,156
112227,R1.5r,3,1,2300, ,550,16.5,0.9,0.1,19,27,0,12,1,1,6,375,2,156
112227,R1.2s,1,0,2100,37,900,10,,,,,2,4,5,1,6,375,2,156
112227,R1.2s,3,1,2300, ,550,16.5,0.3,0.7,21,25,2,4,5,1,6,375,2,156
112228,R1.4r,1,0,4500,65,550,12,,,,,14,29,32,25,6,275,4,42
112228,R1.4r,3,1,5850, ,350,19,0.7,0.3,13,21,14,29,32,25,6,275,4,42
112228,R1.3r,1,1,4500,65,550,12,,,,,11,24,25,15,6,275,4,42
112228,R1.3r,3,0,5850, ,350,19,0.5,0.5,13,21,11,24,25,15,6,275,4,42
112228,R1.2s,1,1,4500,65,550,12,,,,,10,31,17,16,6,275,4,42
112228,R1.2s,3,0,5850, ,350,19,0.3,0.7,15,19,10,31,17,16,6,275,4,42
112228,R1.1s,1,1,4500,65,550,12,,,,,15,59,46,14,6,275,4,42
112228,R1.1s,3,0,5850, ,350,19,0.1,0.9,15,19,15,59,46,14,6,275,4,42
112228,R1.1r,1,1,4500,65,550,12,,,,,15,24,21,15,6,275,4,42
112228,R1.1r,3,0,5850, ,350,19,0.1,0.9,13,21,15,24,21,15,6,275,4,42
112529,R1.2r,1,1,1800,32,600,8,,,,,3,23,9,9,7,175,2,54
112529,R1.2r,3,0,2050, ,350,14,0.3,0.7,7,15,3,23,9,9,7,175,2,54
112529,R1.5s,1,0,1800,32,600,8,,,,,2,2,4,1,7,175,2,54
112529,R1.5s,3,1,2050, ,350,14,0.9,0.1,9,13,2,2,4,1,7,175,2,54
112529,R1.3s,1,0,1800,32,600,8,,,,,1,10,4,2,7,175,2,54
112529,R1.3s,3,1,2050, ,350,14,0.5,0.5,9,13,1,10,4,2,7,175,2,54
112529,R1.3r,1,0,1800,32,600,8,,,,,4,7,4,3,7,175,2,54
112529,R1.3r,3,1,2050, ,350,14,0.5,0.5,7,15,4,7,4,3,7,175,2,54
112529,R1.4s,1,0,1800,32,600,8,,,,,2,7,4,5,7,175,2,54
112529,R1.4s,3,1,2050, ,350,14,0.7,0.3,9,13,2,7,4,5,7,175,2,54
112530,R1.2r,1,0,2700,50,550,12,,,,,2,1,2,4,6,275,2,96
112530,R1.2r,3,1,3500, ,350,19,0.3,0.7,13,21,2,1,2,4,6,275,2,96
112530,R1.1s,1,0,2700,50,550,12,,,,,0,14,1,1,6,275,2,96
112530,R1.1s,3,1,3500, ,350,19,0.1,0.9,15,19,0,14,1,1,6,275,2,96
112530,R1.2s,1,0,2700,50,550,12,,,,,2,14,3,6,6,275,2,96
112530,R1.2s,3,1,3500, ,350,19,0.3,0.7,15,19,2,14,3,6,6,275,2,96
112530,R1.5r,1,0,2700,50,550,12,,,,,0,11,0,3,6,275,2,96
112530,R1.5r,3,1,3500, ,350,19,0.9,0.1,13,21,0,11,0,3,6,275,2,96
112530,R1.3s,1,0,2700,50,550,12,,,,,3,13,5,1,6,275,2,96
112530,R1.3s,3,1,3500, ,350,19,0.5,0.5,15,19,3,13,5,1,6,275,2,96
112631,R1.3r,1,0,2400,50,550,12,,,,,3,9,5,7,6,275,4,42
112631,R1.3r,3,1,3100, ,350,19,0.5,0.5,13,21,3,9,5,7,6,275,4,42
112631,R1.4s,1,0,2400,50,550,12,,,,,1,11,3,7,6,275,4,42
112631,R1.4s,3,1,3100, ,350,19,0.7,0.3,15,19,1,11,3,7,6,275,4,42
112631,R1.2r,1,0,2400,50,550,12,,,,,0,4,0,8,6,275,4,42
112631,R1.2r,3,1,3100, ,350,19,0.3,0.7,13,21,0,4,0,8,6,275,4,42
112631,R1.5r,1,0,2400,50,550,12,,,,,0,11,3,2,6,275,4,42
112631,R1.5r,3,1,3100, ,350,19,0.9,0.1,13,21,0,11,3,2,6,275,4,42
112631,R1.2s,1,0,2400,50,550,12,,,,,0,18,1,1,6,275,4,42
112631,R1.2s,3,1,3100, ,350,19,0.3,0.7,15,19,0,18,1,1,6,275,4,42
112632,R1.1s,1,1,1800,53,550,16.5,,,,,9,76,46,18,7,325,2,96
112632,R1.1s,3,0,2350, ,350,26,0.1,0.9,18,22,9,76,46,18,7,325,2,96
112632,R1.2s,1,1,1800,53,550,16.5,,,,,2,52,8,5,7,325,2,96
112632,R1.2s,3,0,2350, ,350,26,0.3,0.7,18,22,2,52,8,5,7,325,2,96
112632,R1.1r,1,1,1800,53,550,16.5,,,,,1,21,7,3,7,325,2,96
112632,R1.1r,3,0,2350, ,350,26,0.1,0.9,16,24,1,21,7,3,7,325,2,96
112632,R1.5s,1,1,1800,53,550,16.5,,,,,1,32,6,1,7,325,2,96
112632,R1.5s,3,0,2350, ,350,26,0.9,0.1,18,22,1,32,6,1,7,325,2,96
112632,R1.5r,1,0,1800,53,550,16.5,,,,,0,7,4,3,7,325,2,96
112632,R1.5r,3,1,2350, ,350,26,0.9,0.1,16,24,0,7,4,3,7,325,2,96
112633,R1.4r,1,0,2100,51,700,9.5,,,,,5,14,11,18,5,325,1,54
112633,R1.4r,3,1,2750, ,400,16.5,0.7,0.3,16,24,5,14,11,18,5,325,1,54
112633,R1.5s,1,0,2100,51,700,9.5,,,,,5,11,6,8,5,325,1,54
112633,R1.5s,3,1,2750, ,400,16.5,0.9,0.1,18,22,5,11,6,8,5,325,1,54
112633,R1.2s,1,0,2100,51,700,9.5,,,,,9,2,12,3,5,325,1,54
112633,R1.2s,3,1,2750, ,400,16.5,0.3,0.7,18,22,9,2,12,3,5,325,1,54
112633,R1.2r,1,0,2100,51,700,9.5,,,,,2,15,8,5,5,325,1,54
112633,R1.2r,3,1,2750, ,400,16.5,0.3,0.7,16,24,2,15,8,5,5,325,1,54
112633,R1.1s,1,0,2100,51,700,9.5,,,,,1,4,3,8,5,325,1,54
112633,R1.1s,3,1,2750, ,400,16.5,0.1,0.9,18,22,1,4,3,8,5,325,1,54
112635,R1.3r,1,0,1800,40,550,10,,,,,1,7,2,2,6,225,4,54
112635,R1.3r,3,1,2350, ,350,15.5,0.5,0.5,10,18,1,7,2,2,6,225,4,54
112635,R1.2r,1,0,1800,40,550,10,,,,,5,14,13,2,6,225,4,54
112635,R1.2r,3,1,2350, ,350,15.5,0.3,0.7,10,18,5,14,13,2,6,225,4,54
112635,R1.4r,1,0,1800,40,550,10,,,,,2,12,3,0,6,225,4,54
112635,R1.4r,3,1,2350, ,350,15.5,0.7,0.3,10,18,2,12,3,0,6,225,4,54
112635,R1.2s,1,0,1800,40,550,10,,,,,1,9,1,0,6,225,4,54
112635,R1.2s,3,1,2350, ,350,15.5,0.3,0.7,12,16,1,9,1,0,6,225,4,54
112635,R1.5s,1,0,1800,40,550,10,,,,,0,9,0,0,6,225,4,54
112635,R1.5s,3,1,2350, ,350,15.5,0.9,0.1,12,16,0,9,0,0,6,225,4,54
1127361,R1.5s,1,0,1800,103,550,24,,,,,5,30,12,10,7,475,2,96
1127361,R1.5s,3,1,2350, ,350,38,0.9,0.1,27,31,5,30,12,10,7,475,2,96
1127361,R1.4r,1,0,1800,103,550,24,,,,,2,5,5,13,7,475,2,96
1127361,R1.4r,3,1,2350, ,350,38,0.7,0.3,25,33,2,5,5,13,7,475,2,96
1127361,R1.3s,1,0,1800,103,550,24,,,,,2,3,4,5,7,475,2,96
